"name_key","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1486,47,27,9,32,45,46,31,36,28,26
1487,48,41,33,28,31,44,18,34,8,13
1488,33,12,7,17,42,36,27,2,24,49
1489,18,35,31,11,44,26,28,22,29,14
1490,26,19,20,28,22,4,46,37,44,12
1491,8,50,15,38,14,29,28,13,25,34
1492,15,38,36,26,2,40,20,5,23,19
1493,38,2,6,45,33,40,47,25,35,22
1494,4,21,41,22,42,6,9,24,23,19
1495,3,20,10,41,24,38,39,14,22,7
1496,48,44,26,33,49,20,8,41,1,47
1497,25,46,30,42,28,24,48,49,40,36
1498,41,20,31,30,14,28,43,45,17,49
1499,19,35,27,26,9,41,20,38,45,1
1500,48,40,27,49,16,1,11,50,7,5
1501,39,45,9,48,22,11,20,1,13,41
1502,41,21,22,19,20,17,38,4,43,44
1503,28,11,40,5,1,32,19,47,17,16
1504,35,5,43,25,22,50,14,21,7,15
1505,15,11,40,35,13,29,31,8,42,32
1506,45,48,29,35,19,10,42,13,47,43
1507,25,35,23,39,42,34,45,5,16,44
1508,20,39,8,19,23,40,48,13,46,1
1509,28,30,47,20,38,24,40,26,9,25
1510,45,17,44,40,42,14,28,26,50,32
1511,40,5,16,6,20,36,13,28,31,42
1512,38,18,19,44,48,34,37,23,32,35
1513,32,2,26,39,24,41,7,9,16,30
1514,27,38,11,46,24,43,47,7,28,39
1515,10,23,26,13,31,39,12,3,14,41
1516,4,8,17,13,19,3,27,48,43,37
1517,15,4,6,37,18,25,8,34,50,38
1518,20,43,44,29,48,42,13,7,1,47
1519,43,46,30,10,12,28,38,4,21,2
1520,25,50,46,26,19,47,11,38,8,2
1521,9,40,26,6,38,3,50,22,39,43
1522,39,2,32,14,38,22,13,34,41,45
1523,9,50,40,43,2,5,41,49,7,11
1524,34,22,40,38,29,10,18,8,15,9
1525,43,15,7,37,3,23,50,18,35,40
1526,2,48,15,47,34,17,5,28,12,25
1527,33,14,4,6,2,22,34,30,43,23
1528,43,50,49,31,10,22,25,11,13,48
1529,43,3,17,45,41,15,39,18,24,42
1530,33,17,34,44,3,7,37,38,29,49
1531,12,34,11,26,27,3,17,39,43,5
1532,14,11,8,22,37,7,34,24,18,42
1533,36,28,35,48,6,32,22,42,46,23
1534,17,21,33,38,15,50,37,23,48,43
1535,11,33,6,44,38,20,30,17,16,14
1536,21,42,2,30,48,14,36,10,26,33
1537,34,27,19,40,11,49,21,29,3,38
1538,43,3,24,42,5,23,17,33,32,37
1539,6,47,18,38,48,8,36,35,2,10
1540,8,5,17,6,7,27,48,29,39,41
1541,23,28,41,8,50,5,1,11,42,45
1542,31,30,46,26,45,28,35,9,17,5
1543,22,26,46,18,20,11,33,50,14,41
1544,44,14,31,10,50,46,24,36,35,5
1545,10,44,1,6,49,30,48,2,46,24
1546,9,50,13,27,4,33,34,38,10,17
1547,15,46,12,40,30,2,20,24,48,17
1548,46,50,2,14,27,15,47,22,39,16
1549,3,45,27,39,8,9,17,5,44,42
1550,37,9,42,4,15,1,10,41,47,8
1551,13,25,9,48,4,41,35,40,39,5
1552,1,36,48,32,12,49,19,42,3,18
1553,15,49,36,42,22,6,4,16,17,8
1554,21,45,24,28,29,39,27,1,20,41
1555,20,14,7,33,46,30,18,39,8,10
1556,11,38,46,33,39,44,9,4,25,5
1557,31,42,11,23,12,34,2,47,25,24
1558,2,24,41,42,36,35,46,26,22,21
1559,22,41,8,45,6,50,1,29,11,2
1560,15,11,44,41,24,9,40,43,4,7
1561,10,26,17,39,9,32,34,43,19,16
1562,17,15,42,49,27,28,4,43,13,35
1563,13,48,50,1,49,7,35,6,42,29
1564,36,40,15,12,33,11,14,21,30,45
1565,30,23,41,6,35,29,47,44,46,50
1566,12,15,49,31,22,38,9,19,23,28
1567,15,27,46,24,31,42,25,21,2,29
1568,20,33,44,30,46,34,49,5,36,2
1569,11,45,1,15,38,16,30,19,40,47
1570,36,45,50,32,6,33,38,43,37,1
1571,5,50,31,22,8,18,40,30,12,2
1572,46,45,12,8,20,7,22,36,34,48
1573,21,19,43,47,42,36,33,4,11,44
1574,19,26,43,21,27,39,15,9,24,46
1575,49,24,27,31,50,22,35,33,29,7
1576,29,5,48,6,23,37,13,27,17,1
1577,2,48,3,34,37,21,22,5,41,1
1578,17,16,37,30,48,15,50,19,41,45
1579,22,30,9,43,46,5,31,11,16,50
1580,3,11,41,19,2,18,32,4,27,16
1581,31,44,9,5,16,40,27,3,6,23
1582,17,32,42,10,18,11,15,44,39,36
1583,15,9,10,41,36,28,34,5,39,19
1584,4,34,12,48,11,38,13,47,40,50
1585,20,47,32,12,31,2,9,48,7,50
1586,40,37,50,46,47,19,10,17,35,25
1587,46,35,9,26,24,27,3,29,38,28
1588,15,14,31,12,6,25,4,28,48,40
1589,28,35,13,12,17,23,39,26,45,16
1590,7,12,14,32,2,20,40,4,18,13
1591,10,17,28,18,44,37,45,46,16,6
1592,34,11,21,1,29,23,28,8,3,35
1593,31,30,41,32,6,11,2,44,43,29
1594,34,31,7,2,39,27,9,6,22,48
1595,10,27,13,45,21,46,44,40,24,1
1596,38,19,48,13,1,45,28,46,18,11
1597,44,2,6,24,11,27,28,20,45,17
1598,18,37,9,7,39,27,1,35,6,22
1599,41,40,37,42,48,39,15,17,3,36
1600,14,48,13,17,36,2,4,31,28,6
1601,44,47,23,26,21,24,22,15,12,4
1602,2,24,17,9,15,4,34,50,35,31
1603,46,18,1,21,19,16,12,9,28,10
1604,46,31,43,18,32,12,2,49,17,36
1605,39,4,27,11,44,50,30,24,2,29
1606,28,38,43,22,11,10,12,45,44,25
1607,17,28,26,12,48,11,3,41,22,33
1608,21,16,9,6,47,36,38,34,7,8
1609,15,31,48,26,34,3,35,38,27,20
1610,6,21,47,48,10,24,13,5,8,7
1611,16,2,42,13,41,3,5,32,22,40
1612,31,50,42,7,38,9,18,45,40,5
1613,46,21,7,27,37,17,47,49,6,38
1614,7,33,45,4,13,8,32,44,3,42
1615,19,26,35,22,14,50,11,34,4,28
1616,25,7,42,31,33,43,2,38,32,40
1617,15,13,49,50,7,8,22,17,25,34
1618,3,24,35,48,46,39,9,23,11,18
1619,31,27,40,18,11,4,6,32,21,20
1620,33,30,35,21,39,26,29,7,44,15
1621,2,7,34,30,23,37,13,21,35,18
1622,16,30,10,36,7,44,8,40,13,29
1623,32,48,20,27,46,37,47,23,6,11
1624,13,25,50,1,28,43,20,45,12,24
1625,34,8,18,2,23,35,27,36,19,26
1626,19,1,16,9,13,6,26,37,25,50
1627,26,25,1,9,12,22,4,30,33,14
1628,44,43,18,46,6,41,9,20,12,24
1629,46,44,5,9,34,23,19,39,32,41
1630,49,22,34,18,46,13,24,37,43,8
1631,40,17,7,26,37,2,31,11,8,36
1632,15,38,34,1,22,46,29,37,31,50
1633,16,15,12,23,8,33,41,22,29,7
1634,29,13,12,24,48,19,47,39,40,18
1635,33,8,44,21,48,36,45,2,22,25
1636,46,16,9,41,40,33,21,19,3,42
1637,4,2,18,23,43,35,48,50,21,8
1638,25,19,27,20,5,33,12,45,31,18
1639,46,44,23,16,20,28,47,4,27,35
1640,6,38,36,30,22,9,44,32,25,50
1641,5,7,47,2,21,4,25,19,26,34
1642,49,18,44,23,5,26,10,31,17,1
1643,37,9,24,7,6,27,14,4,45,5
1644,30,4,17,12,18,19,24,2,7,3
1645,49,40,42,38,33,13,46,22,9,19
1646,18,11,15,32,17,49,12,45,24,46
1647,29,40,36,43,6,33,8,28,37,25
1648,44,6,19,36,40,26,33,31,50,38
1649,1,38,39,26,7,2,35,8,44,12
1650,21,13,48,34,41,35,33,14,9,16
1651,14,41,5,45,15,19,4,39,3,18
1652,26,23,11,8,15,45,50,22,31,24
1653,21,10,44,49,46,25,1,20,38,18
1654,1,5,25,18,3,13,48,11,31,7
1655,2,4,25,43,47,18,49,37,11,36
1656,25,26,12,6,14,46,8,42,13,15
1657,36,35,22,44,20,18,7,50,34,42
1658,14,23,11,18,33,15,27,20,46,40
1659,6,43,44,15,1,29,31,14,36,47
1660,48,34,26,23,40,21,14,9,31,39
1661,35,14,31,1,50,4,32,17,21,46
1662,31,27,24,33,35,32,7,47,8,6
1663,34,39,32,30,50,23,42,7,47,17
1664,2,36,11,46,10,14,19,16,44,38
1665,20,28,26,5,37,7,8,10,44,42
1666,34,38,26,49,41,11,32,47,19,17
1667,47,40,15,30,33,29,7,45,39,9
1668,39,29,16,45,15,30,41,19,28,1
1669,30,35,9,33,49,19,36,40,28,29
1670,1,31,49,35,21,46,6,4,23,38
1671,20,16,13,38,25,41,47,23,5,10
1672,26,41,39,48,28,46,47,14,10,18
1673,20,10,16,34,35,47,19,4,5,12
1674,44,37,45,35,36,21,10,14,38,31
1675,36,42,41,4,45,11,46,5,35,34
1676,17,49,40,14,35,47,18,36,19,15
1677,27,8,41,17,3,5,16,38,46,29
1678,26,28,18,16,33,39,22,38,29,14
1679,17,13,29,42,35,44,5,24,50,20
1680,18,38,11,43,31,13,19,4,21,8
1681,24,10,29,6,39,16,37,32,34,30
1682,35,29,14,8,47,42,2,20,41,25
1683,38,8,20,42,24,6,11,32,31,29
1684,9,10,43,39,26,23,21,5,20,42
1685,7,35,11,5,38,25,46,49,12,24
1686,7,34,46,13,33,24,30,4,9,26
1687,46,50,15,21,30,45,12,29,6,35
1688,49,33,11,50,10,6,8,15,29,18
1689,26,17,22,42,8,47,44,7,14,28
1690,10,17,15,36,26,48,8,42,12,28
1691,31,12,50,37,35,13,3,22,28,41
1692,12,16,45,3,42,14,13,19,8,2
1693,17,7,5,41,35,48,11,13,43,9
1694,18,7,5,48,38,44,36,32,13,2
1695,10,34,50,25,16,27,20,17,44,47
1696,48,46,31,14,26,36,16,12,10,18
1697,31,40,18,9,16,45,26,30,41,44
1698,22,34,37,1,20,10,41,49,42,13
1699,14,8,40,38,29,21,37,47,27,36
1700,39,20,33,46,42,50,13,26,35,49
1701,43,18,1,2,15,21,47,44,13,25
1702,7,26,46,6,42,34,35,17,45,8
1703,15,45,50,9,35,29,10,19,49,23
1704,44,46,24,15,49,5,29,35,18,30
1705,5,38,46,45,30,3,27,25,15,2
1706,9,23,4,41,7,33,11,2,16,30
1707,29,25,49,13,6,8,46,28,37,12
1708,45,25,21,48,28,34,47,29,42,31
1709,28,45,36,44,43,14,47,27,41,23
1710,43,49,22,21,36,26,33,32,16,45
1711,12,32,16,14,29,33,47,4,35,6
1712,44,7,37,17,6,43,19,45,24,3
1713,44,16,17,35,37,29,30,38,49,34
1714,1,34,13,20,21,33,48,10,17,7
1715,3,31,25,49,36,23,41,27,37,12
1716,42,46,5,34,23,15,31,19,30,38
1717,11,43,17,44,14,29,31,40,3,36
1718,36,43,44,31,7,1,5,9,35,29
1719,50,20,6,10,27,38,8,45,46,17
1720,40,5,50,47,10,35,28,13,44,42
1721,23,50,11,26,5,43,18,13,10,6
1722,13,15,14,24,35,46,25,30,32,45
1723,25,36,1,14,9,19,10,43,32,18
1724,43,35,49,29,8,6,32,2,28,42
1725,16,9,34,12,5,17,39,43,50,46
1726,4,24,44,28,8,21,2,37,14,15
1727,3,14,18,15,30,38,40,19,9,8
1728,3,45,44,22,34,46,23,43,1,28
1729,22,16,21,47,7,36,46,11,23,13
1730,7,28,23,14,50,1,4,44,30,49
1731,35,1,36,29,32,17,9,34,15,28
1732,24,12,18,33,1,5,3,9,31,28
1733,31,43,11,5,50,27,4,7,21,14
1734,10,13,46,30,5,31,49,12,3,29
1735,10,3,15,13,25,48,4,44,33,5
1736,37,35,10,4,41,25,42,34,6,36
1737,4,8,23,36,2,47,44,17,7,21
1738,33,49,18,41,35,48,13,14,21,15
1739,42,39,50,5,49,47,12,23,24,20
1740,28,13,45,39,31,12,20,19,8,17
1741,41,31,24,45,47,25,39,29,46,7
1742,34,46,2,41,26,29,23,42,18,31
1743,27,28,43,11,3,33,16,24,23,9
1744,1,50,17,32,42,47,31,35,13,14
1745,15,20,11,6,22,4,41,19,8,23
1746,11,25,39,50,37,6,7,15,23,5
1747,9,43,1,4,23,34,28,10,13,42
1748,11,17,37,41,5,26,49,46,44,7
1749,43,26,37,31,35,21,7,17,14,23
1750,4,14,43,15,3,25,13,46,30,23
1751,45,28,10,9,37,47,44,38,11,29
1752,33,12,28,41,27,47,13,17,11,24
1753,33,49,41,30,23,14,15,48,6,40
1754,25,27,29,24,20,42,15,9,10,30
1755,44,22,28,11,25,27,7,5,43,15
1756,34,49,40,20,10,32,15,28,6,9
1757,45,7,8,30,33,21,14,44,15,3
1758,39,19,28,22,2,20,6,29,44,40
1759,18,22,19,10,34,24,3,28,7,49
1760,11,33,5,23,7,14,32,29,25,2
1761,4,14,25,37,46,2,33,48,19,6
1762,49,33,24,47,2,9,17,38,42,11
1763,19,37,45,8,11,31,7,27,38,25
1764,39,33,32,26,28,35,9,22,30,21
1765,9,42,50,10,8,39,40,38,47,24
1766,37,25,47,40,49,45,7,33,44,35
1767,37,22,16,12,49,30,26,17,13,1
1768,25,2,7,15,42,11,30,3,10,9
1769,4,40,20,50,19,5,18,45,31,16
1770,34,3,35,31,23,30,39,47,33,49
1771,21,22,9,49,18,5,3,41,45,19
1772,32,10,25,7,24,40,30,46,43,33
1773,42,30,43,15,23,34,44,31,5,41
1774,37,34,38,14,6,21,8,32,24,2
1775,39,45,1,22,40,33,9,8,29,43
1776,23,20,21,16,10,47,29,2,48,18
1777,25,15,10,1,35,13,38,5,12,6
1778,31,15,49,22,8,4,33,26,36,3
1779,43,45,10,7,16,3,20,23,41,29
1780,31,21,22,38,24,49,35,36,1,7
1781,14,32,19,20,43,23,36,33,13,49
1782,12,9,47,4,48,23,20,15,49,5
1783,12,45,34,15,16,31,20,5,10,39
1784,7,2,41,33,10,4,22,21,49,20
1785,50,40,22,43,23,15,34,42,3,33
1786,50,19,1,12,44,28,20,10,5,32
1787,50,17,49,13,34,23,21,40,25,41
1788,37,5,18,3,41,35,23,17,8,24
1789,50,12,1,4,2,28,24,21,9,11
1790,38,40,36,9,32,25,24,41,45,6
1791,26,5,8,22,47,32,19,15,49,34
1792,23,46,15,10,5,16,43,31,39,1
1793,5,44,19,11,1,50,14,38,45,41
1794,24,41,2,25,11,49,28,12,17,46
1795,6,7,1,8,30,20,24,40,19,22
1796,17,8,3,34,29,16,12,32,36,41
1797,23,16,36,39,49,11,44,29,47,7
1798,32,36,21,29,11,22,44,13,49,30
1799,4,12,11,47,29,36,2,46,28,42
1800,47,12,27,19,6,3,2,29,39,25
1801,5,48,32,28,15,6,38,11,23,43
1802,27,22,37,23,40,29,18,14,26,48
1803,1,6,49,9,27,16,8,33,44,5
1804,33,42,36,38,24,19,2,28,45,43
1805,32,29,30,35,34,40,8,31,20,43
1806,33,43,7,16,2,42,37,29,41,34
1807,37,22,17,32,33,21,23,3,35,34
1808,35,22,15,7,33,1,10,3,32,14
1809,29,18,13,25,21,38,9,23,44,37
1810,31,5,15,26,48,43,24,30,46,17
1811,21,39,8,6,22,15,30,34,16,7
1812,26,49,1,10,2,27,40,46,17,33
1813,24,30,46,22,27,29,23,48,11,14
1814,5,46,13,39,34,26,23,29,37,21
1815,17,42,14,26,8,43,41,9,20,29
1816,9,26,11,42,3,30,13,19,4,6
1817,36,7,26,44,37,20,14,47,40,49
1818,6,41,47,24,4,14,2,25,16,20
1819,12,24,48,46,29,20,31,45,30,4
1820,36,11,10,49,19,15,32,26,44,8
1821,16,44,41,10,2,34,46,45,47,15
1822,41,28,15,23,30,27,32,43,5,1
1823,6,40,7,26,29,25,50,45,22,41
1824,21,20,37,9,25,31,7,1,47,28
1825,50,7,28,8,41,5,18,42,22,14
1826,13,24,44,41,19,45,31,43,1,48
1827,45,15,41,35,36,46,50,5,21,13
1828,50,34,3,6,38,12,49,18,11,22
1829,14,42,1,46,15,27,16,50,25,12
1830,3,7,41,46,30,20,49,38,10,18
1831,34,19,22,30,37,26,17,47,1,49
1832,30,35,15,48,29,24,34,7,14,12
1833,30,9,28,36,48,5,7,14,2,46
1834,16,49,30,26,45,27,39,18,46,43
1835,44,50,43,45,18,42,36,33,7,35
1836,3,29,38,16,21,41,10,23,34,32
1837,17,48,1,3,34,38,27,32,12,35
1838,20,41,11,31,6,3,2,1,12,15
1839,39,37,11,19,15,9,41,31,13,48
1840,24,37,13,47,46,2,1,36,22,7
1841,10,45,28,46,50,38,34,17,43,23
1842,42,36,16,11,10,8,46,4,17,49
1843,27,44,20,23,30,4,7,40,25,16
1844,29,45,19,33,39,50,9,7,40,27
1845,22,3,40,48,9,7,6,44,38,4
1846,7,30,44,35,1,16,5,34,18,22
1847,9,35,26,7,41,22,28,34,1,14
1848,32,18,20,14,23,16,38,48,22,34
1849,26,43,22,50,21,48,14,30,5,3
1850,50,7,45,37,28,46,1,32,43,15
1851,2,45,37,31,23,25,28,21,44,43
1852,50,13,31,36,24,5,3,21,41,28
1853,6,19,36,15,48,41,49,26,34,5
1854,24,46,33,45,14,20,34,16,29,50
1855,50,30,32,46,16,24,14,7,19,48
1856,46,34,9,29,27,15,1,3,16,12
1857,7,50,4,21,9,44,17,14,34,32
1858,48,41,33,17,19,39,28,25,35,42
1859,17,47,11,41,8,9,40,16,29,6
1860,43,50,33,37,31,36,40,8,18,44
1861,44,47,33,25,48,11,12,43,16,27
1862,1,37,17,19,30,47,44,6,4,42
1863,13,16,30,45,39,29,48,25,10,27
1864,7,37,50,26,33,49,3,23,15,48
1865,1,22,6,41,36,45,20,50,14,27
1866,47,38,45,34,49,39,9,32,46,24
1867,11,44,48,47,40,30,15,24,49,7
1868,24,1,48,6,39,8,13,17,35,12
1869,28,32,13,46,41,29,3,38,9,42
1870,28,15,29,22,19,1,41,36,43,16
1871,45,3,2,12,1,18,43,11,28,46
1872,20,45,44,50,29,19,22,23,13,49
1873,48,27,39,8,14,38,26,41,28,40
1874,26,12,30,31,34,46,18,47,39,45
1875,30,35,19,41,47,21,29,15,10,8
1876,15,19,26,37,41,45,9,49,35,2
1877,2,1,28,9,47,44,13,37,35,31
1878,23,46,21,17,27,29,38,48,39,16
1879,21,8,2,40,33,46,6,13,28,14
1880,7,23,24,8,43,44,35,28,36,42
1881,14,11,2,21,41,20,49,35,32,1
1882,28,12,44,17,40,20,18,1,46,2
1883,41,5,40,49,3,18,11,24,28,34
1884,21,50,42,29,1,7,45,47,12,30
1885,17,33,34,15,9,46,47,35,16,28
1886,10,40,31,49,26,22,16,41,38,23
1887,41,7,12,10,33,4,9,32,23,26
1888,13,33,48,9,18,21,45,5,11,20
1889,9,20,48,47,7,16,49,46,34,26
1890,6,25,50,11,2,10,44,12,24,29
1891,42,25,27,19,23,2,1,6,12,14
1892,28,29,24,39,36,22,18,6,44,46
1893,40,25,1,20,32,2,17,3,47,45
1894,49,43,11,5,45,4,46,19,36,16
1895,19,20,3,12,22,41,25,38,40,34
1896,39,33,6,17,5,12,24,44,13,4
1897,42,29,31,16,14,12,38,10,50,34
1898,34,50,16,31,12,45,9,14,26,2
1899,42,50,46,19,35,6,29,32,3,12
1900,10,7,35,45,31,28,42,6,44,16
1901,2,48,36,4,7,20,37,46,35,3
1902,20,44,42,13,47,46,22,43,34,2
1903,41,42,16,40,49,48,1,37,15,21
1904,10,16,49,12,24,2,36,3,48,28
1905,21,40,31,30,1,32,19,48,44,6
1906,22,24,10,5,13,17,27,40,2,25
1907,23,46,6,36,7,49,21,29,28,31
1908,24,30,38,18,39,9,43,16,25,14
1909,14,31,10,26,25,7,48,2,42,35
1910,35,49,19,50,15,43,13,34,12,18
1911,37,46,28,49,21,34,24,29,48,39
1912,42,9,44,40,11,48,25,16,1,35
1913,4,3,35,5,46,37,25,43,21,22
1914,3,19,9,40,38,35,45,36,49,5
1915,42,2,25,21,23,24,47,10,48,44
1916,9,50,12,45,4,18,47,44,37,1
1917,18,20,44,22,24,1,19,7,50,25
1918,12,8,11,49,50,34,21,2,36,39
1919,6,33,3,17,27,50,22,11,46,43
1920,25,17,3,19,5,32,18,49,47,46
1921,23,8,46,11,28,47,29,21,14,24
1922,20,2,7,41,50,10,42,37,16,30
1923,48,20,42,8,41,23,12,46,22,29
1924,39,17,27,44,37,13,11,9,29,12
1925,2,25,30,23,45,4,36,44,16,49
1926,49,47,43,29,11,10,7,20,8,40
1927,45,36,24,17,25,46,37,26,6,2
1928,17,4,21,47,33,48,26,40,10,36
1929,30,18,1,32,36,11,12,24,22,29
1930,14,24,38,37,34,15,12,20,30,45
1931,28,46,39,4,50,24,48,21,49,43
1932,22,6,3,24,45,36,37,17,12,7
1933,23,12,4,5,47,13,37,22,42,18
1934,48,17,37,7,46,24,20,6,45,1
1935,24,12,49,7,28,6,34,33,32,45
1936,27,41,22,21,17,28,8,33,36,9
1937,41,27,21,32,49,37,1,4,28,23
1938,7,43,22,37,44,29,25,13,32,14
1939,24,46,8,36,7,50,40,45,48,29
1940,11,9,45,19,27,21,34,22,40,25
1941,36,31,37,33,40,42,13,24,11,5
1942,12,32,14,39,15,24,42,21,30,2
1943,15,20,41,29,26,12,16,50,46,35
1944,4,31,26,9,24,28,5,33,13,19
1945,1,26,13,8,16,35,43,44,50,21
1946,5,2,27,37,6,10,45,29,20,44
1947,1,33,31,20,9,45,32,28,16,19
1948,5,32,35,44,33,45,3,23,47,22
1949,32,8,5,42,50,9,35,23,4,12
1950,40,1,25,21,43,8,23,27,9,29
1951,4,27,5,26,22,19,9,11,44,42
1952,45,46,27,21,29,8,32,22,40,38
1953,10,23,38,33,39,40,3,9,15,1
1954,5,31,6,13,9,20,43,28,40,3
1955,2,36,46,12,24,44,35,33,34,22
1956,18,13,39,23,34,29,35,25,41,17
1957,44,32,45,8,47,17,21,15,22,43
1958,11,9,36,50,13,41,45,8,24,34
1959,36,13,45,29,43,46,28,9,24,35
1960,47,8,33,29,18,11,26,43,2,27
1961,28,41,15,44,45,39,18,31,14,38
1962,31,40,42,16,34,46,50,47,28,30
1963,27,35,48,25,43,17,42,20,49,32
1964,8,22,50,41,21,25,19,18,44,24
1965,44,21,16,23,6,41,46,31,25,3
1966,4,47,21,46,19,18,15,31,8,42
1967,23,43,6,22,44,3,45,32,9,38
1968,32,16,1,9,18,27,15,11,19,22
1969,15,25,37,47,23,22,36,30,24,40
1970,37,12,40,18,15,28,26,45,20,25
1971,42,34,39,23,28,2,5,33,27,46
1972,17,41,45,42,46,48,9,37,11,50
1973,19,24,20,47,41,6,28,45,33,18
1974,26,30,46,1,33,45,28,6,43,25
1975,25,13,27,26,47,2,19,22,21,35
1976,20,40,14,45,21,47,28,5,44,46
1977,7,3,1,38,37,39,48,30,14,13
1978,33,46,6,45,25,28,8,43,37,30
1979,37,28,26,1,32,33,50,45,22,46
1980,15,13,30,43,40,23,10,19,26,5
1981,43,9,47,11,42,29,32,45,15,5
1982,7,42,26,45,3,30,43,31,17,12
1983,23,15,21,11,1,4,32,19,28,7
1984,14,33,20,5,42,17,22,9,47,26
1985,14,26,44,10,35,21,9,27,6,33
1986,33,12,45,38,18,47,39,30,34,50
1987,29,21,47,6,12,3,48,45,38,49
1988,28,17,25,45,39,36,10,3,21,48
1989,9,50,20,13,14,5,23,45,27,28
1990,22,11,47,15,18,45,46,50,35,36
1991,9,11,34,41,48,30,27,2,33,25
1992,27,42,15,40,20,4,48,44,7,28
1993,29,30,5,48,21,36,19,43,2,34
1994,36,15,13,7,50,3,49,6,48,26
1995,40,44,37,38,9,11,24,43,39,42
1996,9,24,37,31,5,13,36,3,49,42
1997,27,1,25,5,36,18,26,41,17,48
1998,24,36,30,20,21,11,7,45,1,28
1999,8,14,13,29,45,48,27,11,33,2
2000,28,1,38,25,24,37,7,18,45,23
2001,18,44,5,36,43,1,34,7,41,37
2002,41,27,50,38,10,28,15,39,20,24
2003,8,19,1,18,13,10,25,42,48,6
2004,49,18,32,29,15,30,34,39,33,40
2005,43,32,47,50,39,1,8,12,14,33
2006,41,26,38,43,34,27,44,29,46,9
2007,8,13,17,36,10,27,26,22,23,2
2008,40,30,28,47,4,31,18,37,14,32
2009,8,49,42,10,5,23,12,28,20,4
2010,34,35,41,46,1,29,26,39,21,50
2011,16,26,46,7,21,1,30,43,15,14
2012,45,36,9,28,39,33,22,32,17,15
2013,14,50,37,8,46,26,29,36,2,30
2014,35,46,41,7,48,38,21,16,49,5
2015,40,37,3,46,45,24,8,47,20,48
2016,7,12,6,14,33,3,10,18,35,2
2017,45,16,32,26,12,40,34,19,36,22
2018,11,47,10,30,36,26,27,19,20,15
2019,22,25,15,47,48,28,8,17,19,7
2020,49,1,7,30,10,29,2,26,43,39
2021,40,44,10,6,38,12,16,30,7,18
2022,28,4,23,42,22,18,15,20,30,32
2023,21,1,8,50,29,38,13,36,16,28
2024,36,3,13,27,20,18,43,40,24,16
2025,11,36,4,8,9,15,29,48,42,22
2026,42,44,10,22,30,19,16,14,2,38
2027,13,41,2,31,28,33,15,49,3,8
2028,49,6,32,1,11,39,29,45,30,10
2029,13,46,38,5,4,48,9,40,29,43
2030,17,8,18,2,46,38,11,20,12,50
2031,1,22,30,44,18,25,12,39,48,46
2032,50,38,36,27,19,37,47,6,4,8
2033,32,39,21,31,36,7,10,14,22,2
2034,31,22,39,37,19,36,1,27,29,13
2035,29,28,19,34,5,32,4,30,20,44
2036,38,12,16,2,28,32,15,27,30,24
2037,50,5,24,13,7,22,36,37,16,48
2038,23,10,48,8,6,44,24,40,42,37
2039,38,35,37,2,27,41,14,13,6,44
2040,32,2,16,48,30,22,20,46,10,6
2041,37,6,15,35,20,43,11,32,18,30
2042,3,43,10,27,36,47,6,50,23,29
2043,8,41,26,27,21,45,18,40,31,13
2044,50,9,4,37,29,1,13,7,38,2
2045,46,15,35,49,36,42,43,32,44,19
2046,10,22,1,23,33,24,50,19,39,11
2047,50,24,44,40,12,37,14,5,49,2
2048,45,10,34,48,29,33,38,17,28,43
2049,36,34,45,30,19,9,3,27,13,35
2050,50,5,2,13,12,37,7,43,15,21
2051,14,42,45,47,28,23,30,34,37,22
2052,48,2,31,41,15,6,42,18,32,7
2053,26,18,50,44,23,1,12,39,14,34
2054,43,6,11,9,3,1,33,8,5,32
2055,36,33,35,4,5,47,42,37,8,40
2056,39,35,27,46,15,37,20,38,6,1
2057,29,36,42,48,26,22,10,16,50,6
2058,18,15,19,46,3,25,29,48,27,2
2059,2,41,23,19,10,20,4,14,29,26
2060,35,7,38,43,9,42,27,32,34,16
2061,25,5,10,21,8,24,4,32,39,3
2062,46,29,33,11,5,10,13,19,49,24
2063,9,10,17,7,45,5,37,50,24,26
2064,17,7,1,23,50,34,39,4,32,16
2065,49,30,7,9,34,41,26,42,21,15
2066,27,49,14,26,37,29,33,16,24,20
2067,47,6,43,15,40,16,24,3,46,5
2068,47,38,16,11,41,2,50,10,23,22
2069,14,35,48,34,49,2,29,17,47,15
2070,28,38,30,21,50,10,45,25,47,43
2071,7,8,11,31,34,16,44,19,49,4
2072,47,11,43,2,5,46,42,23,36,6
2073,12,3,50,27,45,31,2,34,40,10
2074,3,1,35,48,28,24,29,32,4,2
2075,30,24,12,25,27,38,32,35,45,8
2076,18,12,32,46,48,36,28,34,5,4
2077,16,22,5,1,36,44,20,42,10,30
2078,19,1,22,36,9,18,23,25,6,11
2079,50,34,15,35,26,23,38,3,31,36
2080,44,7,18,32,25,3,26,50,5,13
2081,3,39,26,46,5,42,31,17,11,33
2082,50,19,44,47,17,41,20,45,24,46
2083,17,6,3,36,19,23,34,9,5,47
2084,2,12,6,9,30,1,17,38,50,14
2085,8,29,20,12,14,30,4,15,19,33
2086,39,19,21,9,14,26,38,6,7,29
2087,1,42,27,46,44,23,13,29,4,50
2088,12,26,9,14,44,30,25,18,11,16
2089,46,10,40,49,14,1,26,32,28,22
2090,30,35,47,23,15,44,3,46,29,18
2091,23,21,33,40,31,45,22,18,12,34
2092,22,42,6,49,45,44,12,17,36,40
